prev_state,R_ACB,R_ACD,R_ACF,R_ANA,R_APP,R_AV0,R_AV5,R_AV6,R_AV8,R_AVB,R_AVP,R_AVR,R_AX0,R_AX1,R_AX2,R_AX3,R_AX4,R_AX5,R_AX6,R_AX7,R_AX8,R_AX9,R_AXB,R_AXL,R_AXM,R_AXO,R_AXP,R_AXR,R_AXS,R_B!,R_B#,R_B+,R_B-,R_B/,R_B=,R_D!,R_D#,R_D+,R_D-,R_D=,R_F!,R_F#,R_F+,R_F-,R_F/,R_F=,R_P,R_R!,R_R#,R_R+,R_R-,R_R/,R_R=,R_S#,R_S-,R_S=,S_ACB,S_ACD,S_ACF,S_ANA,S_APP,S_AV0,S_AV5,S_AV6,S_AV8,S_AVB,S_AVP,S_AVR,S_AX0,S_AX1,S_AX2,S_AX3,S_AX4,S_AX5,S_AX6,S_AX7,S_AX8,S_AX9,S_AXB,S_AXL,S_AXM,S_AXO,S_AXP,S_AXR,S_AXS,S_B!,S_B#,S_B+,S_B-,S_B/,S_B=,S_D!,S_D#,S_D+,S_D-,S_D=,S_F!,S_F#,S_F+,S_F-,S_F/,S_F=,S_P,S_R-,S_R/,S_R=,S_S#,S_S-,S_S=,S_SV
R_AVP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039032006245121,0.0,0.0,0.0,0.0,0.0,0.00039032006245121,0.0,0.0,0.0,0.000250501002004008,0.000250501002004008,0.0,0.0,0.06552097168576028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000891322066459226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01172700592441714,0.04880721630614859,0.05498819653358239,0.007130576531673808,0.03151091409986249,0.06331887037150022,0.0,0.24903436850281357,0.2181701420014111,0.05409687446712316,0.07469055988636132,0.0,0.0,0.000250501002004008,0.0,0.0,0.0,0.11858083849197223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AVR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004629629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03028233151183971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020491803278688526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006147540983606557,0.029751062537947782,0.05806010928961748,0.0020491803278688526,0.02770188221007893,0.03642987249544627,0.0,0.37317850637522765,0.21000303582270796,0.03642987249544627,0.05957802064359441,0.0,0.0,0.0,0.0,0.0,0.0,0.11908014571948998,0.0,0.0,0.0,0.004629629629629629,0.0,0.0,0.0
R_AX0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09764309764309764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013047138047138047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0281986531986532,0.06565656565656566,0.09932659932659932,0.03787878787878788,0.04503367003367004,0.14436026936026936,0.0,0.14183501683501681,0.13804713804713803,0.04671717171717171,0.05218855218855219,0.003787878787878788,0.0,0.0,0.0,0.0,0.0,0.08627946127946128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AX1,0.0,0.0,0.0,0.00015360983102918587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.023610971566362e-05,0.0,0.0,0.0,0.0,0.0,0.00010047221943132724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20344775591208017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000407691881489699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023985095540437908,0.06553467966107371,0.10101331866531531,0.018876430436569544,0.05183165794749918,0.08586306485335146,0.0,0.08018348295359927,0.13411453184807304,0.053494341994162115,0.11683205999071211,0.0,0.0,0.0,5.023610971566362e-05,0.0,0.0002038459407448495,0.06385748810499979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1625377994882531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036178956346437155,0.05432271070791657,0.11032216794603397,0.021229743351166938,0.0525645498953245,0.09224625881988059,0.0,0.11939404512677368,0.1364231991936109,0.04284911219663488,0.09989532449406839,0.0,0.0,0.0,0.0,0.0,0.0,0.06925835465612157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004061738424045492,0.0,0.0,0.1409752563286276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02232035040727161,0.06317649900103191,0.09075789843458408,0.03352580850549982,0.05896656201286584,0.07833391880914221,0.0,0.12319417305201222,0.14296770369069314,0.04681976859068655,0.11955781939534987,0.0,0.0,0.0,0.0,0.0,0.0,0.07899806792983073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AX4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1238920471911486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019713918943700715,0.06594229476129349,0.09782077144079712,0.020707255944739898,0.040726817042606514,0.09997554862766672,0.0,0.16322819243230025,0.1455926401369277,0.06403203129775659,0.08767345192248915,0.0,0.0,0.0,0.0,0.0,0.0,0.07069503025857327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AX5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4249479893983869e-05,0.0,0.0,0.0,0.0,0.0,3.6903092479149754e-05,1.4249479893983869e-05,2.8498959787967738e-05,8.805566485228337e-05,0.0,3.6903092479149754e-05,2.8498959787967738e-05,0.0,0.0,0.0,0.1208737935460514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046621849856100445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030568299988838733,0.07718965870115657,0.1296972715296984,0.0205398832930051,0.060377010885940066,0.14672877911430143,0.0,0.09100308284536972,0.12177488989066468,0.043639578533345005,0.08418838293256972,0.0,0.0,1.4249479893983869e-05,1.4249479893983869e-05,0.0,0.0,0.07266304307164173,0.0,0.0,0.0,1.4249479893983869e-05,0.0,0.0,0.0
R_AX6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.893016258751374e-05,0.0,0.0,0.0,0.0,9.139097057210747e-05,0.0,0.00012032113315962122,0.00012032113315962122,0.0,0.0,0.0,0.0,0.0,0.0,0.13735888375915667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033203323689134993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02708818214967617,0.0747357104588529,0.10550386111119131,0.019432925875445175,0.04868299651929586,0.1382208608882424,0.0,0.08269459859851526,0.13222577079846815,0.04874280279582022,0.10882153894864457,0.0,0.0,2.893016258751374e-05,0.0,0.0,2.893016258751374e-05,0.07574101113514609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AX7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004366812227074236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18518297491167507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025620656713288878,0.05462350836317202,0.11478986651800924,0.022155914016919312,0.05620632889981585,0.10300185583563823,0.0,0.07279545070123905,0.14180073232846624,0.05618119531062019,0.09931936811059733,0.0,0.0,0.0,0.0,0.0,0.0,0.06788546706785116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AX8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12276901004304161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01749721026622031,0.05545459376162389,0.07151708379828897,0.008389925075721345,0.03449545671927308,0.08481162654763802,0.0,0.1299112598969127,0.17138530208831498,0.06267495616132632,0.1146676231468197,0.0,0.0,0.0,0.0,0.0,0.0,0.12642595249481908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AX9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14010552835480344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02212767980225317,0.06319817464467367,0.1119313590340828,0.013438227884204023,0.05094832913438228,0.09374435518372393,0.0,0.15381470742025954,0.15008794029566952,0.05342967153111185,0.08473166325997053,0.0,0.0,0.0,0.0,0.0,0.0,0.06060750106954414,0.0,0.0,0.0,0.0009174311926605505,0.0,0.0,0.0
R_AXB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06413373860182371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008571428571428572,0.04984802431610942,0.057629179331306984,0.013495440729483282,0.029848024316109424,0.06413373860182371,0.0,0.154468085106383,0.21161094224924012,0.058419452887538,0.09604863221884499,0.0,0.0,0.0,0.0,0.0,0.0,0.18115501519756838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_AXL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11633986928104575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.05359477124183007,0.17516339869281045,0.040522875816993466,0.09215686274509804,0.09052287581699346,0.0,0.0977124183006536,0.12745098039215685,0.029411764705882353,0.10882352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.06274509803921569,0.0,0.0,0.0,0.0,0.0,0.0,0.0
